ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
D-1627,-1.478,126.077,1.7088,22.204,8,1,0,4,2,48,0,0,0,0,9.23,44.75462578,3.239280745,75.8428331
D-1635,-3.955,530.658,3.0138,138.1102,38,8,4,8,3,210,1,4,5,6,129.59,223.2065616,1.211471119,1126.812063
D-1648,0.363,190.246,0.555,54.4197,14,3,1,3,0,74,1,1,2,3,34.03,82.75039725,2.146934161,409.9937129
D-1660,-0.694,130.099,0.1019,29.0286,9,2,2,4,2,50,0,0,0,0,74.6,51.42092816,4.169214534,167.7968083
D-1673,-1.507,92.569,2.0237,25.606,5,0,0,1,0,32,0,0,0,0,0,38.1373436,3.023715784,19.11941548
D-1678,-2,92.569,1.8812,25.558,5,0,0,1,1,32,0,0,0,0,0,38.1373436,2.539538861,17.60964047
D-1687,-1.72,262.217,1.4456,64.6405,19,6,5,6,2,98,2,0,0,2,118.22,106.9861303,2.528400686,639.1732848
D-1689,-1.784,164.164,0.26558,42.95,12,4,0,4,1,62,1,0,0,1,55.02,69.62349594,3.49387105,387.0248258
D-1691,-0.517,212.198,-4.2245,44.2056,14,7,7,7,6,86,0,0,0,0,141.61,80.48853998,4.221713709,136.9737366
D-1697,-1.174,298.291,-0.9321,70.8417,21,7,4,7,4,116,1,1,1,2,116.45,120.9106564,2.084631453,484.6008196
D-1704,-3.74,312.42,2.2186,80.2719,20,6,2,8,3,108,2,0,0,2,97.97,121.6469074,2.245484887,699.8037074
D-1707,0.538,107.156,1.644,33.615,8,1,0,1,1,42,1,0,0,1,12.89,49.38093533,2.832085835,145.7328145
D-1711,-0.768,145.202,1.3885,39.8627,10,2,1,3,3,60,0,0,0,0,38.33,61.75383323,3.217023168,101.7792292
D-1724,-0.265,388.369,-1.9426,85.5922,27,10,4,10,4,152,0,2,3,3,151.98,154.8253885,1.815012177,616.8353815
D-1748,-0.837,210.141,0.7812,47.3199,15,3,3,6,3,78,1,0,0,1,111.9,83.39349702,3.555945129,415.6658333
D-1756,-3.504,447.01,2.0107,77.386,16,4,0,6,4,88,1,0,0,1,48.3,120.6459988,2.748393186,415.9305493
D-1767,-0.293,98.101,0.8371,24.466,7,2,0,2,0,38,0,0,1,1,26.3,41.77865263,2.580318136,124.041844
D-1775,-0.723,116.204,1.8034,35.7528,8,1,1,1,0,50,0,0,0,0,20.23,51.72313747,4.020391543,59.36806555
D-1776,-5.284,384.516,4.5753,106.411,28,4,0,4,2,152,0,2,4,4,60.44,167.3285005,1.79003153,820.4617842
D-1778,-0.167,132.115,0.1818,29.0526,9,2,2,4,2,52,0,0,0,0,74.6,52.11053119,4.381728683,131.0369846
D-1780,-0.32,146.142,0.5719,33.6696,10,2,2,4,3,58,0,0,0,0,74.6,58.4754733,4.127512487,159.1307515
D-1788,-3.085,243.131,1.4198,52.9572,17,7,0,10,4,90,1,0,0,1,138.65,92.86881763,3.625430618,477.1839407
D-1793,-2.273,225.247,2.2568,64.6807,17,2,1,3,2,84,2,0,0,2,46.17,99.09128794,2.079926563,470.9331779
D-1799,0.713,88.174,-0.4591,27.9687,6,0,1,1,2,38,0,0,0,0,4.44,39.95885316,2.754184786,23.11941548
D-1807,-2.49,144.258,2.7277,45.0568,10,1,1,1,6,62,0,0,0,0,20.23,64.4530217,2.998419094,53.74860596
D-1834,-2.744,144.258,2.7277,45.0568,10,1,1,1,6,62,0,0,0,0,20.23,64.4530217,2.773188856,59.74860596
D-1837,-1.245,211.129,0.1762,45.1149,15,4,3,7,3,78,1,0,0,1,124.79,82.613145,3.555945129,420.1951583
D-1856,-0.215,196.984,0.3092,32.6036,9,2,2,5,3,52,0,0,0,0,74.6,59.61313668,3.632432152,132.529325
D-1859,-3.834,259.221,3.2466,69.4755,19,5,1,7,4,96,2,0,0,2,98.31,107.344311,2.399145008,628.1265517
D-1860,-2.427,294.336,1.2583,74.8639,20,6,2,8,5,106,2,0,0,2,107.2,116.3902051,2.171559069,668.8535522
D-1894,-5.298,170.255,3.9632,58.037,13,0,0,0,1,66,2,0,0,2,0,79.20789399,2.61987387,413.0627537
D-1905,-5.407,306.515,4.4839,88.2838,21,2,1,2,0,118,0,5,5,5,20.23,133.1963971,1.473730703,464.4827066
D-1910,-1.747,92.141,1.4231,31.517,7,0,0,0,2,36,0,0,0,0,0,44.9273545,2.768385579,84.18716786
D-1917,-1.19,294.303,-0.6178,68.0816,21,6,2,6,1,114,0,5,5,5,91.82,121.2203071,1.75593806,596.9712626
D-1920,-5.358,269.304,2.4981,79.7074,20,4,2,5,3,102,1,0,1,2,70.56,116.619072,2.054276752,625.0236406
D-1932,-1.42,310.302,-1.5029,69.5414,22,7,3,7,1,120,0,5,5,5,112.05,126.0145409,1.792847459,641.8022207
D-1964,-2.591,144.258,2.7277,45.0568,10,1,1,1,6,62,0,0,0,0,20.23,64.4530217,2.968015041,61.74860596
D-1986,-0.688,144.126,-2.2416,28.342,10,4,0,4,3,58,0,0,0,0,80.26,58.4754733,4.069511909,133.826806
D-1995,-2.419,144.258,2.5852,45.0088,10,1,1,1,5,62,0,0,0,0,20.23,64.4530217,3.874774963,66.53278904
D-1998,-2.973,375.468,3.0715,106.6858,28,4,1,4,3,144,2,1,4,6,41.93,164.9360329,1.452069112,955.8226641
D-2004,-1.843,309.529,-0.4629,57.7964,17,6,3,9,2,100,0,2,2,2,88.38,111.9153191,2.012130747,284.9243064
D-2037,-1.614,110.971,2.3253,25.463,5,0,0,2,0,30,0,0,0,0,0,41.38606468,3.143197306,42.85475297
D-2039,-0.976,200.577,1.7364,45.3706,13,2,2,5,2,68,1,0,0,1,74.6,78.37606528,3.427344205,372.406818
D-2066,-1.202,210.229,0.7707,51.749,15,4,0,4,2,82,0,1,2,2,52.6,88.23754149,2.239559488,290.5496111
D-2100,-5.674,377.849,5.0724,97.869,25,6,0,7,6,130,3,0,0,3,57.65,153.6603077,1.729367353,895.6683797
E-13,-2.54,70.135,1.9725,25.105,5,0,0,0,1,30,0,0,0,0,0,33.50941645,2.622415808,27.01955001
E-17,-3.82,98.189,2.7527,34.339,7,0,0,0,3,42,0,0,0,0,0,46.23930068,2.689157412,44
E-27,-2.36,82.146,1.8098,28.358,6,0,0,0,2,34,0,0,0,0,0,39.56318699,2.543857644,47.54887502
E-110,-2.29,169.993,1.8314,29.178,4,0,0,1,1,26,0,0,0,0,0,40.73097338,1.974744871,5.245112498
E-127,-2.69,141.041,2.6311,35.247,7,0,0,2,1,44,0,0,0,0,0,54.80555194,3.541196965,51.590719
E-138,-1.3,96.944,1.9352,20.846,4,0,0,2,0,24,0,0,0,0,0,35.02112256,2.549193338,19.21928095
E-139,-3.22,279.846,2.3276,37.18,4,0,0,2,0,24,0,0,0,0,0,52.93826635,2.549193338,19.21928095
E-148,-4.23,226.317,4.1909,44.374,9,0,0,5,1,52,0,0,0,0,0,77.97120244,4.24951625,148.34093
E-208,-8.71,360.882,7.274,81.938,18,0,0,6,1,94,2,0,0,2,0,134.3080947,2.771654121,597.2000799
E-296,0.32,70.091,0.7614,20.878,5,1,0,1,1,28,0,0,0,0,17.07,31.30599644,2.924418198,45.60964047
E-307,-0.83,98.145,1.5416,30.112,7,1,0,1,3,40,0,0,0,0,17.07,44.03588067,3.172899534,74.24920506
E-325,-1.77,112.128,1.2033,31.5898,8,1,1,2,2,44,0,0,0,0,37.3,48.14051139,3.500112597,122.490225
E-333,-1.84,346.379,1.0271,85.1734,25,5,3,6,1,134,0,4,5,5,104.06,144.7191379,1.784126178,771.876007
E-392,-4.85,198.265,4.09574,62.432,15,1,0,1,2,76,2,0,0,2,9.23,90.33192678,2.217911261,416.9008091
E-441,-1.85,115.22,1.9155,37.8134,8,1,1,1,5,50,0,0,0,0,26.02,52.26879441,2.530060457,29.36806555
E-458,0.07,108.144,0.9722,34.2521,8,2,2,2,1,42,1,0,0,1,38.05,48.29129202,2.832085835,147.8745239
E-468,0.79,162.236,1.8483,48.842,12,2,0,2,1,64,1,1,1,2,16.13,73.22976419,2.194591658,245.275309
E-549,-2.19,156.097,0.9959,34.7429,11,5,1,6,2,58,1,0,0,1,88.87,60.88724496,2.89989549,290.4274539
E-569,1.15,71.123,0.3698,22.1037,5,1,1,1,0,30,0,1,1,1,12.03,32.3781084,2.083333333,15.21928095
E-573,0.23,99.177,1.1021,31.348,7,1,0,1,0,42,0,1,1,1,3.24,45.31796412,2.12291795,46.14170945
E-616,-1.51,117.108,-1.44593,27.5526,8,2,4,5,2,46,0,0,0,0,99.2,45.99999499,3.181845867,97.09616281
E-652,-6.7,416.366,5.37356,108.0219,29,7,3,8,6,152,3,0,0,3,105.45,167.9133655,2.041597915,1074.132875
E-669,-0.36,100.146,0.7253,26.5264,6,3,1,3,0,32,1,0,0,1,38.91,39.63130507,3.049648321,112.353618
E-671,-0.29,89.525,1.13888,20.95,5,1,0,2,1,28,0,0,0,0,23.79,36.16498116,2.483699571,45.34497797
E-672,-0.96,81.118,1.47618,25.044,6,1,0,1,1,32,0,0,0,0,23.79,37.90199613,2.920099344,76.42945954
E-673,-0.98,150.181,1.2272,45.1581,11,2,2,3,1,58,1,0,0,1,55.12,65.21256233,2.736298072,253.2994976
E-681,-3.4,279.383,3.9624,87.466,21,2,0,2,3,108,2,0,1,3,12.47,126.2210368,2.065949703,608.620859
E-709,-3,176.215,2.2629,52.109,13,2,0,2,3,68,1,0,0,1,26.3,77.84157799,2.538214333,288.2184055
E-726,-3.27,250.342,2.2054,73.5316,18,4,2,4,8,100,1,0,0,1,64.35,108.5157602,2.117836776,349.3165535
E-727,-3.8,295.298,2.4086,83.4544,22,4,0,6,2,110,2,0,1,3,75.81,126.4120886,2.240333764,784.4779699
E-728,-3.84,293.407,3.3641,84.9155,21,4,0,4,10,118,1,0,0,1,38.77,127.5942126,2.367240394,399.0011769
E-729,-2.64,255.365,2.6498,80.283,19,3,0,3,6,100,2,0,0,2,19.37,115.0525232,2.102339073,467.8674234
E-733,-2.53,193.029,2.7076,44.6788,11,2,1,4,1,60,1,0,0,1,29.46,74.31065667,3.20582762,273.3882381
E-737,-0.4,114.06,-1.6476,21.6814,8,3,2,5,0,42,0,1,1,1,75.27,44.04759477,2.786327841,155.3673488
E-740,-0.9,102.093,-0.7988,23.4001,7,2,2,4,0,40,0,0,0,0,72.19,40.68193234,3.31801959,87.10802962
E-742,-1.25,142.07,-2.0785,26.6884,10,4,2,6,0,52,0,1,1,1,92.34,54.57405898,2.859596152,221.6421463
E-749,-1.5,177.052,0.8363,35.2268,8,2,0,5,3,50,0,0,0,0,34.14,58.70106609,3.755111608,139.3624125
E-760,-0.06,128.131,-0.3956,30.7534,9,2,2,4,1,50,0,1,1,1,58.2,52.6159569,2.576769558,155.0369846
E-764,-4.98,239.514,3.6515,52.445,12,3,0,6,0,62,2,0,0,2,25.78,87.38470554,2.968394218,439.5309728
E-768,-2.71,164.193,0.7085,42.38,11,5,1,5,0,54,2,0,0,2,51.56,68.14672624,2.828901216,388.9939963
E-769,-1.96,138.126,0.5075,35.2575,10,2,2,4,2,52,1,0,0,1,65.98,57.22119068,2.637337779,238.2603118
E-773,-0.83,162.279,1.7553,45.8614,9,2,0,3,5,52,0,0,0,0,17.07,62.08208185,3.257569088,120.2262679
E-777,-1.47,131.175,1.2719,35.0604,9,2,1,3,4,54,0,0,0,0,52.32,55.17891963,2.828868135,83.12704562
E-778,-0.8,131.175,1.1278,34.9904,9,2,1,3,1,54,0,0,0,0,52.32,55.17891963,3.394970924,104.1157128
E-786,0.06,146.153,0.72822,39.865,11,4,0,4,0,54,2,0,0,2,51.56,63.35660169,2.828901216,384.8522869
E-794,-2.33,151.169,0.6818,42.7838,11,2,3,4,1,58,1,0,0,1,67.15,64.36761842,2.579302292,234.700819
E-797,-0.94,112.172,1.7656,32.639,8,1,0,1,0,46,0,1,1,1,17.07,50.08459466,2.392713578,96.55994822
E-798,-1.92,145.202,1.662,39.6774,10,2,1,3,5,60,0,0,0,0,52.32,61.54386174,2.838589122,93.60689651
E-806,-1.67,142.198,1.8822,38.639,10,2,0,2,1,58,0,1,1,1,26.3,61.563082,2.191916391,114.4259988
E-817,-1.84,309.529,-0.4629,57.7964,17,6,3,9,2,100,0,2,2,2,88.38,111.9153191,2.012130747,284.9243064
E-820,-1.56,142.198,1.7248,39.83,10,2,0,2,5,58,0,0,0,0,34.14,61.61689003,3.346959626,127.2192809
E-821,-0.88,142.198,1.5807,39.76,10,2,0,2,4,58,0,0,0,0,34.14,61.61689003,3.981406258,124.1930176
E-822,-1.63,142.198,1.5807,39.76,10,2,0,2,2,58,0,0,0,0,34.14,61.61689003,3.990751354,151.1307515
E-829,-2.62,159.229,2.0521,44.2944,11,2,1,3,6,66,0,0,0,0,52.32,67.90880386,2.849761282,104.2651805
E-844,-0.02,185.223,-0.0854,46.3226,13,3,2,4,1,74,0,2,2,2,60.77,77.15694891,2.214593869,230.8997039
E-846,-1.62,218.322,2.1075,60.8127,14,4,1,5,3,82,0,0,0,0,50.69,89.45618847,4.41166657,221.3420689
E-847,-3.3,173.256,2.4422,48.9114,12,2,1,3,7,72,0,0,0,0,52.32,74.27374597,2.861387339,115.0961628
E-849,-5.46,354.875,3.995,72.4638,17,1,1,7,0,94,0,1,3,3,20.23,128.2408616,2.31718428,471.4165813
E-855,-3.7,250.283,0.8596,63.6949,17,5,2,7,3,88,2,0,0,2,97.97,98.57832206,2.285509074,595.9628413
E-859,-2.08,241.678,1.48538,57.9337,16,4,1,6,1,86,0,2,2,2,74.48,98.38220416,2.100369986,376.7506566
E-863,-3.13,148.205,2.7283,47.702,11,1,0,1,2,58,1,0,0,1,9.23,67.31511377,2.824041735,233.5546193
E-870,-2.06,152.237,2.878,48.486,11,1,0,1,4,62,0,0,0,0,17.07,68.80604609,3.62575966,171.3117986
E-871,-2.18,152.237,2.5678,46.326,11,1,0,1,1,62,0,1,1,1,17.07,68.48981797,2.5274249,181.3117986
E-878,-2.07,204.229,0.7877,55.8266,15,4,2,4,0,78,1,1,2,3,56.06,87.48807504,2.143292401,430.3510275
E-886,0.36,190.246,0.555,54.4197,14,3,1,3,0,74,1,1,2,3,34.03,82.75039725,2.146934161,409.9937129
E-907,-1.83,236.271,1.7597,64.6914,17,3,2,5,4,92,1,0,0,1,67.43,100.1573696,2.419926733,378.596948
E-918,-3.59,309.347,1.61544,77.1772,21,6,1,8,3,112,2,0,0,2,106.5,121.9356217,2.595735596,778.2477491
E-919,-4.47,296.279,3.03422,74.4968,21,6,0,8,3,114,1,0,0,1,112.58,120.5670167,3.878099779,630.5291477
E-927,-4.61,223.231,2.855,65.715,17,3,0,3,1,82,3,0,0,3,43.1,97.35614876,2.299992357,716.8737735
E-931,-2.93,258.229,2.366,69.8716,19,5,2,5,1,96,3,0,0,3,79.9,106.828026,2.535625284,847.6893313
E-934,-3.68,240.331,3.85392,74.2054,17,3,1,3,1,84,3,0,0,3,38.91,103.7350059,2.142938437,668.2549998
E-937,-2.52,198.265,2.9627,61.5478,15,1,1,1,3,76,2,0,0,2,20.23,90.01261531,2.078451608,394.1985815
E-942,-1.61,265.309,0.5021,70.0495,19,5,2,5,4,104,1,1,1,2,67.79,112.0778174,2.015423393,431.5770341
E-948,-5.22,650.976,3.9527,112.089,23,4,3,8,5,122,2,0,0,2,92.78,173.5722636,2.259938326,728.492115
E-955,-3.09,246.306,2.4196,66.722,18,3,0,3,0,96,0,2,3,3,43.37,106.8883305,2.098956532,499.8681035
E-956,-2.06,324.402,2.2098,82.1727,22,4,2,7,4,120,1,1,1,2,92.34,129.8935955,1.99835849,646.6249497
E-961,-1.89,234.387,2.3451,70.021,17,2,0,2,0,96,0,4,4,4,6.48,105.3447834,1.561157945,262.6464071
E-969,-5.3,352.425,5.2598,92.186,24,3,0,6,4,128,2,0,1,3,6.48,143.8117024,1.990816912,728.4440793
E-970,-3.46,285.343,2.9972,81.17,21,3,0,4,3,110,1,1,2,3,38.77,124.2033442,1.559654715,571.3979945
E-980,-5.59,386.188,5.6594,89.8728,20,0,0,2,3,117,0,3,3,3,31.5,132.8877042,1.47E-06,207.3498495
E-985,-4.74,310.466,4.6311,94.234,22,3,0,3,2,114,2,1,2,4,6.48,136.6742072,1.681833201,624.4896887
E-990,-6.7,274.448,4.9883,81.351,20,1,0,1,0,112,0,4,4,4,17.07,123.4464066,1.660365322,427.4821867
E-993,-5.19,310.478,5.062,92.845,22,3,0,3,10,128,0,0,0,0,35.53,136.3176156,4.052073193,378.1415344
E-997,-2.82,326.44,1.5545,91.7346,24,4,2,4,1,128,1,5,6,7,46.94,142.6195718,1.595723318,723.3453292
E-998,-5.54,349.386,3.93902,100.6693,26,4,1,5,5,132,3,0,0,3,68.53,150.6851087,2.096537532,999.7730263
E-1001,-3.98,365.502,4.00778,105.0258,26,5,1,5,4,134,2,1,2,4,50.5,158.5909048,1.518591768,824.2461696
E-1002,-3.85,360.45,2.0031,92.8816,26,5,2,5,2,142,0,4,5,5,83.83,153.3443914,1.57262773,698.5150061
E-1005,-4.65,316.485,4.5153,91.8808,23,2,1,2,1,128,0,3,4,4,37.3,140.2809215,1.661963124,550.0448238
E-1006,-2.88,478.885,0.439,114.5509,33,9,6,11,2,176,1,0,3,4,181.62,192.7325031,2.06617596,1201.02139
E-1008,-2.87,444.44,-0.3476,109.7749,32,9,6,10,2,170,1,0,3,4,181.62,182.4292369,2.060772795,1136.740039
E-1013,-4.7,446.016,4.5135,123.153,30,6,0,7,7,160,2,1,2,4,36.02,187.4721429,1.307308035,886.5019796
E-1015,-5.15,465.631,2.5649,123.0469,33,5,5,7,6,188,0,4,4,4,127.09,196.8893207,1.486866043,759.0641408
E-1016,-1.42,385.416,1.2245,99.7387,28,7,4,7,1,148,1,0,3,4,118.3,161.7686482,1.995163895,959.3974235
E-1018,-3.21,665.733,0.1197,165.1592,47,13,7,14,3,262,0,3,4,4,230.99,272.9421225,1.581968686,1218.830354
E-1038,-2.68,180.21,2.783,57.044,14,2,0,2,0,66,3,0,0,3,25.78,81.23402814,2.610318687,547.2925175
E-1053,-1.32,185.846,2.2474,26.994,4,0,0,2,0,24,0,0,0,0,0,42.14968532,2.549193338,19.21928095
E-1101,-2.48,148.161,1.7844,43.1118,11,1,1,2,2,56,1,0,0,1,37.3,64.79238228,2.721773554,262.1510391
E-1159,-1.13,281.352,1.0415,72.5565,20,4,2,5,3,112,0,2,2,2,83.47,118.6654406,1.962195541,404.096576
E-1200,-1.5,113.204,1.5385,35.9327,8,1,1,1,1,48,0,1,1,1,12.03,51.47293474,2.125016255,55.40716557
E-1216,-1.55,178.22,1.1417,46.909,12,5,0,5,1,60,2,0,0,2,51.56,73.47971171,2.673996463,403.2834383
E-1224,-1.6,142.198,1.5807,39.76,10,2,0,2,4,58,0,0,0,0,34.14,61.61689003,3.543995268,136.1930176
E-1236,-1.85,152.237,2.4017,44.236,11,1,0,1,0,62,0,2,2,2,17.07,68.17358985,2.416428519,210.1577794
E-1240,-1.2,210.229,0.7707,51.749,15,4,0,4,2,82,0,1,2,2,52.6,88.23754149,2.239559488,290.5496111
E-1241,-3.05,256.327,1.4746,65.0702,17,3,2,6,5,94,1,0,0,1,75.27,101.2781361,2.588212768,456.8647044
E-1244,-1.73,218.208,0.9805,56.9554,16,4,3,4,1,82,1,0,1,2,77.76,91.78024194,2.51604251,483.7402663
E-1251,-2.85,198.221,2.9058,57.8425,15,2,0,2,2,74,2,0,0,2,26.3,88.12850677,2.116421993,434.6078367
E-1261,-4.95,266.34,4.3372,82.0896,20,2,2,2,5,102,2,0,0,2,40.46,118.8874115,2.366450641,526.3202167
E-1269,-0.5,585.608,-8.4242,131.4257,40,17,13,18,10,234,0,3,3,3,331.94,229.26454,1.847903729,815.0542714
E-1289,-2.47,352.471,3.2511,97.1434,25,4,3,5,12,142,0,1,1,1,94.83,149.9938594,2.47720805,468.7069713
F-1,-2.43,296.374,1.2076,83.7746,22,4,2,5,1,114,2,1,2,4,72.94,129.0864268,1.970247799,728.0102104
F-2,-4.4,291.394,4.13362,92.287,22,2,0,2,2,112,3,1,1,4,12.47,130.8519326,1.940227806,761.4148368
F-3,-1.28,351.426,1.9965,93.6169,26,3,1,5,0,134,1,4,6,7,49.77,151.9339233,1.564507908,896.9973135
F-6,-3.07,196.213,1.3266,61.186,15,4,0,4,1,72,1,0,2,3,49.44,86.82574133,2.00926963,496.5790236
F-7,-4.82,263.64,3.3845,65.4601,18,4,1,7,2,90,3,0,0,3,84.96,105.3495415,2.098784508,746.9142263
F-9,-4.24,270.266,0.5395,58.5258,18,6,0,8,4,96,2,0,0,2,96.34,103.0519067,2.579024112,635.5425799
F-12,-2.51,188.226,2.0923,53.048,14,2,0,2,1,72,1,1,1,2,34.14,82.93826885,2.189282689,337.8442956
F-17,-2.31,187.198,2.17978,49.6045,14,3,0,3,1,70,1,0,1,2,50.09,81.91792955,2.526708614,431.4039389
F-20,-1.37,172.231,3.2751,56.597,13,2,0,2,0,66,1,0,1,2,24.72,78.04092751,2.598518603,351.8316818
F-21,-2.65,180.228,1.75302,47.3988,12,2,0,3,0,62,1,0,1,2,34.14,71.45619366,2.783591299,455.4169214
F-23,-3.89,255.317,2.80022,76.076,19,3,0,3,0,98,2,0,2,4,33.45,111.3821727,2.148432182,727.5868448
F-26,-2.67,180.228,1.8347,47.2788,12,2,0,3,0,62,1,0,1,2,34.14,71.45619366,2.856172548,455.1718089
F-27,-2.22,207.32,1.6664,53.4514,12,4,1,5,2,70,0,1,1,1,52.32,80.78425064,2.239733736,184.2451893
F-29,-1.89,215.249,1.1575,52.1764,15,4,1,5,2,86,0,2,2,2,70.78,88.85411624,1.798703942,237.5768875
F-30,-3.52,247.385,2.5907,65.1884,15,4,1,5,2,86,0,2,2,2,52.32,98.87324583,1.798703942,241.5768875
F-32,-5.23,214.22,3.15604,61.73,16,3,0,3,0,80,3,0,0,3,43.35,91.2852846,2.54590405,746.789069
F-33,-3.32,173.215,2.55724,52.8818,13,2,1,2,0,66,2,0,0,2,33.12,76.85683361,2.885144967,462.8420867
F-36,-3.73,168.199,2.7161,53.5997,13,1,1,2,0,62,3,0,0,3,28.68,75.22354058,2.64243826,515.8499381
F-37,-3.28,314.986,2.2971,53.3208,12,2,0,6,2,66,1,0,0,1,37.38,88.10739349,3.166297137,349.0706517
F-38,-2.82,231.317,1.8741,58.6824,15,4,1,5,2,86,0,2,2,2,61.55,93.86368103,1.798703942,240.822
F-42,-3.11,244.331,2.0306,63.493,17,4,0,4,2,100,0,2,2,2,36.92,103.561075,1.839535053,206.2942423
F-43,-2.68,168.192,1.7124,46.098,12,3,0,3,3,66,1,0,0,1,27.69,71.86686515,3.011257354,202.717893
F-48,-0.6,167.164,0.323,42.9548,12,3,1,4,3,64,1,0,0,1,59.3,69.07312688,2.697082485,329.0748997
F-53,-0.85,188.23,1.3416,55.2007,14,2,1,3,1,72,1,0,1,2,41.46,82.85698931,2.361641542,393.0083754
F-54,-3.06,197.146,0.8158,45.1422,14,5,1,6,2,74,1,0,1,2,81.83,78.82975613,2.540229729,389.5631831
F-56,-3.4,265.356,2.259,73.4227,20,2,1,2,3,102,1,7,7,8,21.26,118.439129,1.29255601,619.5652101
F-59,-2.91,187.198,1.96378,49.5985,14,3,0,3,0,70,1,0,1,2,50.09,81.91792955,2.648652802,454.8456027
F-62,-3.62,186.214,2.0639,55.1038,14,3,1,3,2,70,2,0,0,2,46.01,81.75182068,2.680395673,479.6712679
F-70,-3.79,182.226,3.02452,58.3367,14,1,1,2,0,68,3,0,0,3,28.68,81.5884827,2.632728847,607.8208026
F-72,-4.53,169.224,1.2294,45.3987,12,2,1,3,2,68,0,1,1,1,46.17,72.52586317,2.770404972,206.574075
F-73,-1.74,184.22,1.31589,45.3782,12,4,1,5,2,64,1,0,0,1,54.98,74.599373,2.822717164,313.9283027
F-74,-4.57,216.261,2.4998,57.3298,15,2,0,3,0,74,2,0,1,3,34.14,88.10806455,2.531619996,590.6766248
F-80,-1.92,198.266,0.5698,53.6774,14,2,2,4,2,80,0,1,1,1,58.2,84.44066747,2.931527248,249.2955636
F-81,-3.72,213.261,2.7613,62.512,15,3,0,3,0,72,1,0,2,3,29.96,90.18120765,2.491646917,659.1254784
F-85,-4.35,225.316,4.27172,69.793,16,2,0,2,1,78,3,0,0,3,12.89,98.39511522,2.150228179,589.5353141
F-86,-3.74,186.166,2.5392,52.256,14,3,0,3,0,68,3,0,0,3,43.35,78.55540037,2.564584551,660.6550392
F-87,-2.03,201.225,1.85152,58.4408,15,3,1,3,1,76,2,0,0,2,42.23,87.23881476,2.654835821,529.0635374
F-88,-3.22,215.252,2.15994,63.1778,16,3,1,3,1,82,2,0,0,2,42.23,93.60375687,2.609573383,567.4767324
F-90,-3.2,220.316,2.7818,65.3292,16,2,1,3,7,88,1,0,0,1,41.99,97.2819723,2.116728159,298.0607206
F-93,-2.41,169.14,-1.8373,38.9431,12,3,2,6,1,64,0,0,1,1,101.62,67.82777211,2.983663146,294.4134357
F-97,-4.04,184.18,-0.39791,44.7248,12,3,4,7,0,62,2,0,0,2,97.3,69.66299646,3.183503281,585.4945191
F-98,-2.85,176.175,0.3685,47.4049,13,2,2,4,0,66,1,0,1,2,58.2,74.94316688,2.491595219,373.6323805
F-100,-2.6,191.186,1.3154,49.8652,14,3,1,4,1,72,1,0,1,2,55.4,80.87179204,2.345475433,411.8281798
F-103,-4.46,209.248,2.6917,66.695,16,2,0,2,0,78,3,0,0,3,22,92.75081586,2.726471456,680.3897192
F-107,-1.7,176.179,0.1428,48.5971,13,4,2,5,1,66,2,0,0,2,76.7,73.81679156,2.58963477,456.4963078
F-108,-2.2,236.271,1.2712,62.9764,17,3,2,5,4,92,0,1,1,1,75.27,99.95286774,3.050113512,360.5549218
F-109,-2.47,176.179,0.1428,48.5971,13,4,2,5,1,66,2,0,0,2,76.7,73.81679156,2.593240566,456.4963078
F-117,-0.98,189.218,1.91582,52.256,14,4,0,4,2,72,2,0,0,2,39.94,82.15880822,2.192381465,402.687084
F-118,-0.77,177.163,1.0244,45.8112,13,5,2,5,1,66,2,0,0,2,85.17,73.82470057,2.411915221,407.5824177
F-119,-5.16,272.256,2.94264,73.0695,20,5,0,5,1,102,3,0,0,3,69.65,113.2902362,2.433650659,897.8943778
F-121,-2.09,184.199,-0.5655,44.7618,13,2,4,6,0,72,0,2,2,2,82.26,75.43973434,2.315093325,244.2171296
F-122,-2.31,226.32,1.35,62.9114,16,2,2,4,4,92,0,1,1,1,58.2,97.1705517,3.021326666,261.3938857
F-123,-2.31,184.151,-1.00128,43.7602,13,3,3,6,2,70,1,0,0,1,103.02,72.24432548,3.292172551,442.5411437
F-128,-1.28,192.328,1.2487,53.9844,12,1,0,4,6,74,0,0,0,0,23.55,78.45852239,4.122433524,119.01955
F-129,-1.12,170.212,0.59888,44.4945,12,3,2,4,5,68,0,0,0,0,73.12,72.19204355,3.819010977,183.9871068
F-130,-0.98,184.239,0.98898,49.1115,13,3,2,4,6,74,0,0,0,0,73.12,78.55698566,3.963497817,198.2816075
F-131,-0.17,195.222,0.58886,49.1308,14,4,1,5,6,76,0,0,0,0,88.12,83.15953683,4.172050436,246.211082
F-135,-1.68,182.132,-0.034,31.9658,12,4,2,8,7,70,0,0,0,0,99.08,67.27519627,3.007305636,141.6270751
F-137,-1.66,182.132,-0.0356,31.9438,12,4,2,8,6,70,0,0,0,0,99.08,67.27519627,3.370815637,170.9310205
F-139,-2.22,196.159,0.3529,36.5388,13,4,2,8,6,76,0,0,0,0,99.08,73.64013839,3.703430004,175.4636326
